id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
12749,7,3,10.51,2441.0,-0.0181413094115358,,4.6,229.0,4.3
12751,2,0,9.71,2292.0,-0.010799991892600919,,42.3,,3.7
12754,7,3,6.86,4123.0,-0.009713253807571764,5.6,5.6,,5.0
12757,10,1,6.72,4096.0,0.012775674592178154,10.8,10.8,432.0,4.1
12759,10,3,,3391.0,-0.012131987629949714,11.5,11.5,,2.6
12762,0,0,15.51,734.0,0.05470330433830453,5.6,15.2,2134.0,1.8
12764,7,3,13.79,1736.0,0.006375722631083658,7.8,7.8,,2.3
12767,3,2,0.1,0.0,0.01271366647233202,15.0,120.0,10.0,4.0
12769,10,3,,861.0,0.02752966159541345,3.0,3.0,35.0,2.4
12774,7,1,13.79,3391.0,-0.003573853222212542,4.7,4.7,318.0,2.2
12779,7,3,13.79,734.0,0.006911801250334804,7.8,,,2.5
12786,10,3,13.79,2684.0,-0.04367893487339922,9.5,,1836.0,6.7
12787,7,3,6.89,1912.0,0.043213816941583355,,12.8,,3.1
12789,5,3,16.0,1000.0,-0.03462052184496767,10.0,10.0,565.0,3.6
12790,7,3,,1316.0,0.021547725802260775,5.7,5.7,625.0,2.5
12791,9,3,13.79,1332.0,0.04853463641873339,9.5,9.5,1836.0,2.2
12793,7,3,6.86,4069.0,-0.05444211779277114,10.8,,864.0,8.0
12795,8,3,13.79,,0.0006583045821439704,11.1,11.1,457.0,2.3
12800,8,3,13.79,1336.0,-0.019568117426247422,11.1,11.1,457.0,3.5
12801,10,3,13.79,3119.0,-0.018598539942265596,,1.9,,3.6
12802,7,1,0.2,,-0.009250667791416145,15.0,120.0,10.0,5.0
12805,7,3,11.07,,0.052185051716762756,11.5,11.5,1524.0,2.3
12808,7,3,13.79,956.0,-0.12894377745940028,7.7,7.7,457.0,9.7
12809,7,3,13.79,4774.0,-0.061040682574447724,4.7,4.7,305.0,4.5
12810,7,1,,,-0.05464395682377504,5.7,,625.0,6.6
12814,7,3,3.86,4055.0,-0.0032478044043050547,10.8,10.8,864.0,6.5
12817,7,3,6.89,5479.0,0.03928212176023255,23.6,23.6,1972.0,3.6
12819,0,0,13.79,3679.0,0.04683495003260284,5.6,,2134.0,1.9
12820,7,1,10.34,3933.0,-0.02669624284773381,10.3,10.3,762.0,5.2
12821,0,0,13.79,734.0,0.062470854256299196,,15.2,2134.0,2.1
12824,8,1,,673.0,-0.0014672210735847402,11.1,11.1,457.0,3.2
12825,10,3,13.79,1438.0,0.007509468953348919,7.7,7.7,,2.6
12826,7,3,13.79,2373.0,-0.014823890215150515,,1.9,152.0,2.7
12828,2,0,6.98,1614.0,0.11209634531484826,,22.3,2591.0,2.6
12830,7,3,,5249.0,-0.09093550020860491,,,457.0,6.8
12835,7,1,13.79,888.0,0.009267167098778728,7.8,,591.0,2.7
12839,7,3,3.83,6781.0,-0.1550212474731552,,4.6,229.0,13.0
12844,0,0,8.27,2741.0,0.09349083655418075,5.6,,2134.0,2.1
12853,8,3,13.79,,-0.018908593248938704,11.1,11.1,457.0,2.6
12858,7,3,,5384.0,-0.06521373936181679,4.7,,318.0,4.9
12860,10,1,13.79,2116.0,0.016946103626868547,,7.8,591.0,2.0
12871,2,0,6.92,833.0,0.05032677746586278,,,737.0,3.2
12873,10,0,6.89,1519.0,0.12284235064640714,12.7,42.3,2743.0,2.0
12874,10,3,18.96,3472.0,-0.032009039047106336,1.9,1.9,696.0,2.1
12875,7,1,11.0,2034.0,0.02870150822860043,11.5,11.5,914.0,2.8
12876,7,3,,4069.0,-0.0033616428497768303,,11.5,,2.7
12879,7,3,6.83,1017.0,-0.058918941543152054,10.8,10.8,216.0,8.3
12882,7,3,13.79,7025.0,-0.10191737935554374,4.7,4.7,,6.8
12884,7,3,7.14,4062.0,0.004785466457401688,,10.8,432.0,4.0
12885,10,1,13.79,,-0.01970447102658135,4.7,4.7,318.0,2.7
12887,7,1,13.79,4964.0,-0.09886343756064381,4.7,4.7,318.0,6.8
12890,7,1,13.79,4123.0,-0.07466058962751346,,4.7,,6.6
12899,7,3,13.79,3648.0,-0.025428398732965096,4.7,4.7,318.0,3.0
12900,7,1,10.34,6008.0,-0.055870857699284376,10.8,10.8,762.0,6.0
12901,7,1,13.79,2563.0,-0.02804019008629549,4.6,4.6,295.0,3.8
12902,7,3,13.79,,-0.03883841427423387,,7.8,591.0,4.0
12907,0,0,13.79,,0.039812090238737566,,15.2,2134.0,2.1
12908,10,3,13.79,1031.0,-0.0002675367566374598,4.7,4.7,305.0,2.7
12916,7,3,6.89,3757.0,0.03312203400637759,,10.3,762.0,3.2
12920,7,3,6.89,5859.0,-0.04271525591526126,,10.3,794.0,6.6
12924,10,0,,793.0,0.06625791074605625,6.4,15.9,914.0,2.2
12925,10,3,13.79,1335.0,0.04746218250316331,9.5,9.5,1836.0,2.3
12926,7,3,,3201.0,-0.07673157736574865,5.6,5.6,216.0,5.8
12929,7,3,17.24,2848.0,-0.05895674828173969,1.9,1.9,152.0,3.5
12930,7,1,6.89,,-0.0029567359373323943,10.3,10.3,762.0,4.8
12934,7,3,6.89,1465.0,0.010763368746890961,12.4,12.4,610.0,4.9
12946,7,1,13.79,4204.0,-0.05691694763892802,4.7,4.7,318.0,4.8
12947,7,3,3.76,5696.0,0.029476065151828934,3.6,3.6,76.0,3.2
12948,10,0,6.89,385.0,0.08287507716635469,22.2,,1778.0,3.1
12952,7,3,,5466.0,0.01002283006937188,12.8,12.8,1930.0,5.4
12955,10,0,6.92,,0.029626966078362127,12.7,38.1,737.0,3.1
12956,7,1,15.51,2455.0,-0.020751582979110006,1.9,1.9,696.0,3.5
12957,3,2,0.1,1277.0,-0.016154806327664806,15.0,120.0,10.0,5.1
12959,2,0,9.65,,0.02136764429155444,6.4,15.9,,3.3
12962,7,3,10.34,7934.0,-0.08304410323798844,10.3,10.3,762.0,6.5
12963,0,0,15.51,1345.0,0.04505848234704139,5.6,15.2,2134.0,2.1
12964,7,3,6.86,4056.0,0.0335890901373751,5.6,5.6,,3.2
12967,10,3,13.79,2563.0,-0.02669451671369985,7.8,7.8,591.0,3.9
12969,10,3,13.79,902.0,-0.07078149330438377,4.7,4.7,318.0,6.6
12970,10,3,13.79,705.0,0.043935521433086114,5.7,5.7,625.0,0.9
12971,5,1,18.0,,-0.07401763782415421,10.0,10.0,520.0,4.5
12972,7,3,,1214.0,0.012718496159473958,7.7,7.7,,2.5
12973,7,3,3.9,,0.05752253678504428,,10.8,864.0,3.7
12975,7,3,3.45,3892.0,0.028630819769980276,10.3,10.3,,4.4
12977,7,3,15.51,,-0.07489047593002393,1.9,1.9,152.0,5.0
12978,10,0,6.89,830.0,0.048474666732556654,12.7,38.1,737.0,3.1
12979,9,3,8.27,4073.0,0.07156496681081519,9.5,9.5,1836.0,2.3
12980,7,1,13.79,3770.0,-0.3234835404912325,1.9,1.9,152.0,19.3
12982,7,1,6.89,5452.0,0.038189307252147864,,12.8,1930.0,4.3
12985,7,1,0.51,5500.0,-0.024827900196181057,,1.0,51.0,7.9
12986,2,1,,1519.0,0.05791521420851184,,42.3,2743.0,3.1
12992,7,3,15.51,,-0.036898471271305716,1.9,,152.0,3.0
12994,9,3,8.27,2731.0,0.02841775671826932,9.5,9.5,,3.8
12995,7,3,6.72,2021.0,0.016947440990249557,10.8,,864.0,4.9
13000,9,1,11.03,2731.0,0.05881424357718962,9.5,9.5,1836.0,2.6
13001,8,3,13.79,1356.0,-0.01626661022240361,7.7,7.7,,3.8
13002,9,3,13.79,1332.0,0.0632636330713689,9.5,9.5,1836.0,1.4
13003,2,1,9.68,2292.0,0.02789399296418693,12.7,42.3,1778.0,3.6
13006,10,1,13.79,1492.0,0.019662876951586833,,7.8,,2.0
13007,10,3,3.86,3784.0,-0.058218925486111406,10.8,10.8,432.0,9.0
13008,10,3,6.89,7717.0,-0.022657376470740898,10.3,10.3,762.0,4.9
13010,0,1,8.27,2726.0,0.08257043090979704,5.6,15.2,2134.0,2.5
13015,7,3,12.07,4042.0,0.011948732267075879,,1.9,,2.5
13017,10,1,10.34,5940.0,-0.0397923640052128,,10.3,762.0,5.3
13018,7,1,3.45,3757.0,0.004718873279626834,10.3,10.3,762.0,6.5
13025,10,0,11.03,2726.0,0.06897894391626314,5.0,13.3,2134.0,2.7
13026,7,3,,3119.0,-0.052718377996831656,1.9,1.9,152.0,4.3
13027,2,0,9.68,5547.0,-0.049303093031266704,,38.1,914.0,5.5
13031,7,1,6.89,,0.016957313375287775,8.0,8.0,610.0,4.9
13033,7,3,,1354.0,-0.14758536176126824,7.8,,591.0,11.3
13035,10,2,0.2,,0.0006513973761117509,15.0,120.0,10.0,4.3
13037,5,3,12.0,,-0.020120302512436405,10.0,10.0,1000.0,4.6
13038,7,3,10.34,,-0.049183308274964754,10.3,10.3,762.0,5.9
13041,9,3,13.79,4073.0,0.03370549744344756,9.5,9.5,1836.0,2.0
13043,7,3,13.79,783.0,0.013450244845095993,,4.7,305.0,1.9
13045,8,3,13.79,1326.0,0.0017522913087676673,11.1,11.1,,2.8
13050,7,3,6.89,,0.008557282551115764,37.5,37.5,1953.0,5.7
13052,10,3,12.07,3852.0,-0.030109996496464925,1.9,1.9,152.0,3.9
13054,7,3,6.93,3852.0,0.0011361910790004814,5.6,5.6,216.0,4.2
13061,10,3,18.27,2902.0,-0.03662576620638963,3.0,3.0,150.0,1.9
13066,7,3,13.79,2333.0,0.0037942113347223805,7.8,7.8,591.0,2.2
13067,7,1,13.79,2753.0,-0.0657698939911795,4.7,,318.0,5.7
13068,2,0,6.89,,-0.010577543734185624,12.7,38.1,737.0,5.1
13069,5,3,12.0,5500.0,-0.04794474254334247,10.0,10.0,1000.0,5.1
13074,7,1,3.45,5588.0,0.04756874840394053,10.3,10.3,762.0,3.5
13075,7,1,,4001.0,-0.029257080610709668,10.8,10.8,,4.6
13079,7,3,18.96,,-0.043380743841829494,1.9,1.9,696.0,2.9
13080,7,3,17.24,,-0.03820983907025491,,1.9,152.0,2.2
13082,7,1,6.89,,0.0947313970413668,12.8,12.8,1930.0,2.5
13085,10,3,13.79,4367.0,-0.0506245131928309,4.6,4.6,295.0,4.2
13088,8,3,,1290.0,0.022113208521090666,7.7,7.7,,2.7
13092,7,1,,3784.0,-0.058809836311502744,1.9,1.9,152.0,5.5
13102,8,3,13.79,1763.0,-0.02980846946194665,11.1,11.1,457.0,3.9
13105,2,0,6.92,,0.04549061409475917,22.2,96.3,1778.0,2.2
13110,7,3,,,-0.010266169904010525,10.8,10.8,432.0,4.5
13111,6,2,1.01,,-0.06109240389847584,,120.0,10.0,7.0
13113,2,0,4.13,2292.0,0.0742092235454376,,42.3,1778.0,3.5
13114,6,2,0.1,1000.0,0.004641494037884192,15.0,120.0,10.0,4.2
13117,7,1,0.1,932.0,0.00827546307283869,,1.7,,9.0
13126,7,3,13.79,2292.0,-0.001449290111970425,7.8,7.8,591.0,2.5
13127,2,0,,3052.0,0.0330617121081494,8.5,24.6,1778.0,4.0
13132,7,3,10.34,4001.0,-0.04447452066511692,,,762.0,5.8
13139,10,3,3.45,3974.0,0.013099742767016087,10.3,10.3,762.0,5.8
13140,10,1,6.89,4069.0,0.03766224328952955,10.8,10.8,864.0,3.4
13142,8,3,13.79,678.0,0.01617357694928359,11.1,11.1,457.0,1.8
13143,8,3,13.79,956.0,-0.0471660256545664,7.7,7.7,457.0,5.3
13144,7,3,6.89,2685.0,0.03878383563084964,,12.4,610.0,3.0
13150,7,3,7.03,1031.0,0.025139027227502192,10.8,10.8,432.0,4.0
13151,6,2,,2000.0,-0.10685824276422923,15.0,120.0,10.0,7.2
13153,7,1,6.89,3797.0,0.031035978659759156,12.8,12.8,1930.0,5.4
13155,10,3,13.79,2143.0,0.007436253685862287,7.8,7.8,591.0,2.2
13157,10,3,13.79,1899.0,0.005792686852658074,7.7,7.7,,3.3
13158,10,3,6.79,3838.0,0.012315522955160585,10.8,,432.0,3.9
13161,7,1,15.51,,-0.007839127427213655,,1.9,696.0,2.6
13162,10,2,1.01,5361.0,-0.07439665745793947,,120.0,10.0,6.8
13163,2,0,5.58,959.0,0.0699819956633951,12.7,42.3,1778.0,3.7
13168,8,3,13.79,1682.0,-0.00880161137909899,,7.7,457.0,2.9
13169,7,3,13.79,3119.0,-0.015262559418622784,1.9,1.9,152.0,2.5
13172,7,3,12.07,3784.0,-0.03936714836511024,1.9,1.9,152.0,4.3
13180,10,0,15.51,1348.0,0.05289850616580492,5.6,15.2,2134.0,2.1
13185,7,3,10.34,5832.0,-0.07436208195109295,10.3,10.3,762.0,6.8
13192,7,3,6.89,1926.0,0.07065287214517227,23.6,23.6,1972.0,3.2
13203,10,3,6.89,5438.0,0.053723636990910345,12.8,12.8,1930.0,3.4
13205,6,2,,1277.0,-0.11011143563757331,15.0,120.0,10.0,9.0
13214,7,3,15.51,2929.0,-0.027258292641498927,1.9,1.9,,3.3
13216,2,0,6.89,1519.0,0.08017142654773174,,,1778.0,2.4
13218,10,0,11.03,2717.0,0.0782466433250955,5.0,13.3,2134.0,2.2
13220,9,3,13.79,2618.0,0.04353781056960909,9.5,9.5,1836.0,2.0
13222,7,3,,2292.0,0.01590272660843106,1.9,1.9,696.0,2.6
13226,7,3,13.79,3445.0,-0.019141571074358377,4.6,4.6,295.0,2.7
13237,10,3,13.79,1316.0,-0.038098997575043037,11.1,11.1,457.0,4.6
13238,7,3,13.79,6279.0,-0.027540863353067685,,4.7,318.0,2.1
13245,7,3,6.89,1492.0,0.027213234927105284,,3.6,100.0,3.4
13247,4,0,11.03,2717.0,0.09378009598820185,5.0,13.3,2134.0,1.1
13249,7,3,6.89,1492.0,0.018573904593460783,12.4,12.4,,4.9
13252,10,2,1.01,,0.03076327498592174,15.0,,10.0,4.9
13253,7,3,3.45,4056.0,0.08280261980787315,10.8,10.8,864.0,2.0
13256,7,3,13.79,2767.0,-0.010662543696744742,4.7,4.7,305.0,2.5
13257,10,3,13.79,1351.0,-0.01992928701704247,11.1,11.1,457.0,3.6
13260,7,1,6.89,3933.0,0.005082117582009993,10.3,10.3,794.0,5.0
13263,7,3,6.89,3838.0,0.029367182465818376,10.8,10.8,432.0,2.8
13269,10,3,6.86,4096.0,0.002144381627359082,10.8,,432.0,4.4
13271,7,1,13.79,7893.0,-0.04758775140947241,5.7,5.7,625.0,3.4
13273,10,1,6.83,5361.0,-0.00950712357475092,10.8,10.8,432.0,4.8
13275,7,3,6.89,7500.0,-0.034342733904852846,12.8,12.8,1930.0,7.3
13276,7,1,6.89,5696.0,0.029659147009445053,10.3,,762.0,2.9
13283,10,1,15.51,2730.0,0.04638866087673385,5.6,15.2,2134.0,1.8
13284,7,3,18.27,2848.0,-0.02677254486345168,,3.0,150.0,1.2
13286,7,3,6.89,2712.0,0.0719273638589165,37.5,,1953.0,2.9
13289,2,1,,1519.0,0.04358947001208209,12.7,,1778.0,4.0
13296,7,3,10.34,7432.0,-0.1054140837094879,10.3,10.3,762.0,7.9
13298,7,3,,2821.0,-0.01876099834458192,1.9,1.9,696.0,3.7
13302,7,3,16.0,2000.0,-0.055302773709090786,10.0,10.0,,4.1
13307,10,0,13.79,1355.0,0.08477733087535971,5.6,15.2,2134.0,1.1
13310,7,3,6.89,3458.0,0.01916891569013965,23.6,23.6,318.0,2.7
13311,9,3,13.79,1336.0,0.06170736665462194,,9.5,1836.0,1.4
13314,7,1,13.79,703.0,0.0033312778775209384,7.7,7.7,457.0,2.9
13315,7,3,13.79,1246.0,0.008983216816356332,7.8,,591.0,2.1
13316,7,3,,3825.0,-0.009295905563595941,23.6,,1972.0,5.4
13322,7,3,13.79,2798.0,-0.055044287257913965,4.7,4.7,305.0,4.9
13324,10,3,12.07,3648.0,-0.02320455473446198,1.9,1.9,152.0,3.6
13328,7,3,13.79,1383.0,0.017269036265567972,7.7,7.7,457.0,1.6
13329,7,3,6.89,2034.0,-0.01972534957941502,,10.8,432.0,6.2
13335,7,3,0.1,1944.0,0.05762107718293115,1.0,1.0,,5.2
13337,10,3,11.03,350.0,0.07397518840865556,9.5,9.5,1836.0,2.4
13342,10,3,13.79,2007.0,0.019430681720617127,7.7,7.7,,1.5
13343,10,3,3.86,3701.0,0.04337113077276776,5.6,5.6,216.0,3.4
13346,7,3,15.51,2184.0,-0.05559092259309345,1.9,1.9,152.0,4.3
13347,10,3,15.51,3811.0,-0.02464946254955397,,1.9,696.0,2.9
13354,7,3,13.79,,-0.0074657078022060674,4.7,4.7,305.0,2.3
13360,7,1,13.79,3486.0,-0.13023733110303465,4.6,,295.0,8.9
13362,0,0,11.03,2731.0,0.09115964328725865,5.6,15.2,2134.0,1.0
13368,7,3,11.0,3391.0,-0.006674034601981488,11.5,,914.0,3.8
13369,10,0,6.9,385.0,0.06316021817733691,22.2,96.3,1778.0,2.3
13372,7,3,,6971.0,-0.034200926643329244,10.3,10.3,794.0,4.4
13376,2,0,6.89,,0.044207332453727224,12.7,38.1,737.0,2.3
13379,10,0,6.89,2767.0,0.02708494407715803,,38.1,914.0,3.9
13382,10,3,10.34,3960.0,-0.014744715918628387,10.3,10.3,,3.9
13383,10,3,,1500.0,0.10233422720353183,,9.5,1836.0,1.2
13384,7,1,13.79,5221.0,-0.058255911459030474,4.7,4.7,318.0,4.5
13385,10,0,8.27,1519.0,0.05503955548445785,12.7,42.3,,2.2
13389,0,0,13.79,3852.0,-0.03442011477492685,5.6,,2134.0,6.2
13391,10,1,6.89,3797.0,0.02560172018112425,,10.3,762.0,4.0
13392,7,1,,3201.0,-0.009711714215500739,1.9,1.9,152.0,4.8
13401,10,0,9.65,1519.0,0.06627004400781863,12.7,42.3,1778.0,2.3
13402,7,3,13.79,1356.0,-0.04113509453001182,7.8,7.8,591.0,5.0
13403,7,3,13.79,2767.0,-0.015535118960619182,4.6,,,2.8
13404,7,3,13.79,,-0.042508318719325255,4.7,4.7,305.0,3.9
13405,2,3,9.68,1519.0,0.004584223064473175,12.7,42.3,,3.6
13407,7,3,15.51,2211.0,0.0031181219306569696,1.9,1.9,696.0,2.0
13408,7,3,13.79,929.0,-0.009111653080196291,7.7,7.7,457.0,3.2
13410,7,3,6.89,5425.0,-0.0076825835457880465,10.3,10.3,762.0,4.8
13412,7,3,13.79,1695.0,-0.003022223512867739,4.7,4.7,318.0,2.5
13415,7,3,13.79,5262.0,-0.09337791577023663,4.7,4.7,318.0,6.1
13416,7,3,6.86,2021.0,-0.00018890019383410728,10.8,10.8,864.0,5.8
13418,7,3,13.79,3391.0,-0.012638047985065737,4.7,4.7,318.0,2.4
13420,9,3,,4028.0,0.06269564157990659,9.5,9.5,1836.0,2.5
13422,4,1,13.79,3467.0,0.01831368536199851,5.0,13.3,2134.0,3.6
13425,7,3,6.89,7690.0,-0.024165369481174592,10.3,,794.0,4.8
13431,0,0,15.51,3684.0,0.01638428747555215,5.6,15.2,2134.0,2.8
13434,10,0,13.79,1352.0,0.03449081850570315,5.0,13.3,2134.0,3.9
13436,7,3,6.89,1370.0,0.03365973907705827,23.6,23.6,,3.5
13437,10,3,17.24,2889.0,-0.023744186267031703,1.9,1.9,696.0,2.6
13441,7,3,18.27,793.0,-0.019482103197406175,,3.0,150.0,1.6
13442,9,3,13.79,2680.0,0.033920793916649455,9.5,9.5,1836.0,2.5
13443,10,3,3.86,,0.0587973431101709,10.8,10.8,432.0,3.5
13445,9,3,,1340.0,0.08464943849353831,9.5,9.5,1836.0,2.0
13448,10,3,13.79,,0.005134376005621721,7.8,7.8,591.0,2.3
13451,7,3,6.89,,0.034992736759028364,,,610.0,3.0
13454,10,0,8.27,1519.0,-0.06473842149957121,12.7,42.3,,8.8
13457,7,1,6.89,4001.0,-0.012912181429983793,10.3,10.3,762.0,5.9
13458,7,3,10.34,5737.0,-0.00929462191054356,10.3,10.3,762.0,3.3
13460,7,3,13.79,,-0.05937011732432096,,4.7,305.0,4.9
13461,7,3,6.89,678.0,0.07561920369868463,37.5,37.5,1953.0,2.7
13465,7,3,0.1,1465.0,0.002488560367200493,,1.0,51.0,7.7
13467,7,1,,658.0,-0.032289283702940624,7.7,7.7,457.0,5.7
13469,7,1,6.89,,0.06005064002092968,10.8,10.8,864.0,2.6
13472,7,1,3.45,5493.0,-0.09764114640255528,3.6,,76.0,10.6
13476,6,2,0.51,1000.0,0.00930409017609185,10.0,10.0,10.0,7.1
13480,2,0,6.87,1505.0,0.1254266352651263,,22.3,2743.0,2.1
13484,7,1,10.38,1288.0,0.010897335078471071,4.6,4.6,229.0,3.5
13490,5,3,10.0,4750.0,-0.023354760007365527,10.0,10.0,520.0,4.1
13493,8,3,13.79,1994.0,0.012457373664980953,11.1,,457.0,1.6
13494,2,0,,6781.0,0.05394915610878101,,13.3,2134.0,2.1
13496,7,3,6.9,4049.0,-0.0098872594371813,10.8,10.8,,5.9
13498,0,1,8.27,1345.0,0.10295277965693465,5.6,15.2,2134.0,1.9
13499,2,0,9.68,1519.0,0.0578382339415692,8.5,24.6,1778.0,3.0
13501,2,0,,2278.0,0.045519224253499246,12.7,42.3,1778.0,2.6
13502,7,3,6.89,,0.0818787368927104,37.5,37.5,1953.0,2.0
13507,7,3,11.03,2767.0,0.047740184085060006,11.5,11.5,1524.0,2.2
13511,7,1,13.79,1339.0,0.002720355017192866,7.7,7.7,457.0,2.7
13513,7,1,0.1,,0.04913252272365458,1.0,1.0,25.0,5.2
13516,7,3,3.45,,0.039019637453526615,10.3,10.3,762.0,4.4
13525,2,0,4.16,1519.0,0.06632332645849716,12.7,42.3,1778.0,4.3
13526,7,3,3.9,3974.0,0.04485477613585999,10.8,10.8,864.0,3.9
13529,10,3,13.79,678.0,0.034909165571321524,,5.7,,1.9
13531,10,3,6.93,,0.08100291338531332,10.8,10.8,1727.0,2.7
13538,7,3,10.34,5859.0,-0.032203918630505396,10.3,10.3,762.0,4.5
13541,7,3,13.79,2116.0,-0.0020922784095489533,7.8,7.8,591.0,2.6
13546,7,3,,4042.0,-0.03544995107379939,10.3,10.3,762.0,4.9
13550,7,1,,,-0.028013244053542607,10.3,10.3,762.0,4.3
13554,7,3,11.03,3391.0,0.026899871997001834,10.3,10.3,762.0,1.9
13556,7,3,11.0,,0.03686701097106712,11.5,11.5,1524.0,2.6
13558,9,3,13.79,2680.0,0.00693896449507303,9.5,9.5,,2.5
13559,10,3,18.96,,-0.027618272338885447,1.9,1.9,696.0,2.0
13562,7,1,13.79,4096.0,-0.009869388146982766,4.7,4.7,,2.9
13568,10,3,0.1,,0.04614465942270239,1.0,1.0,38.0,5.0
13570,7,1,6.86,4096.0,0.0019734270402301246,10.8,10.8,432.0,4.5
13590,7,3,13.79,6388.0,-0.06861080485751714,4.7,4.7,,5.1
13592,7,3,15.51,3700.0,-0.07686981386030928,1.9,1.9,152.0,4.9
13594,2,0,6.91,2292.0,0.11998582538125002,,22.3,2743.0,2.2
13600,0,3,13.79,1356.0,0.05594214944356957,5.6,15.2,2134.0,1.8
13602,2,0,6.92,833.0,0.03090368483674194,12.7,38.1,737.0,3.7
13604,7,3,13.79,1641.0,0.0009335710209463777,7.8,,,2.3
13605,8,3,13.79,1763.0,-0.002912209940146293,7.7,7.7,457.0,2.6
13607,7,3,3.45,7554.0,0.013465075895097711,10.3,,762.0,4.4
13611,7,3,13.79,,0.0033741155104053955,7.8,7.8,,2.3
13614,8,3,13.79,1980.0,-0.02148859157746233,7.7,7.7,,3.4
13617,7,3,7.0,4055.0,0.04387360738451128,10.8,10.8,864.0,2.6
13620,7,3,17.24,4042.0,-0.06884833507102167,1.9,1.9,152.0,3.6
13627,7,3,7.0,,0.06862994754023397,10.8,10.8,864.0,2.0
13628,10,0,6.92,2319.0,0.039900254909863125,12.7,38.1,914.0,3.3
13635,7,1,6.89,,-0.005856145320398104,4.7,4.7,318.0,5.9
13637,7,3,13.79,1085.0,0.00701067285780832,4.7,,,2.3
13638,7,1,6.93,,-0.008321934800977981,5.6,,216.0,5.5
13639,7,3,6.86,4014.0,-0.026007014384819727,10.8,10.8,216.0,5.4
13640,7,3,13.79,,-0.004221240226208678,7.7,7.7,457.0,2.6
13641,7,3,12.07,2414.0,-0.0945229436470067,1.9,1.9,152.0,7.8
13648,0,0,,1364.0,0.014632608678436299,,15.2,,3.1
13650,7,1,18.96,2875.0,-0.030575141173017267,1.9,1.9,,2.1
13653,2,1,9.68,2292.0,0.07384318061931597,12.7,42.3,2743.0,2.7
13658,10,3,13.79,2306.0,-0.008276620469893303,,1.9,152.0,2.5
13661,2,0,6.89,833.0,0.06243041516798348,12.7,38.1,737.0,2.0
13662,10,3,7.0,1424.0,-0.037944621308251464,,,432.0,7.5
13666,7,3,13.79,1085.0,-0.03938891199436062,4.7,4.7,318.0,4.7
13667,7,3,6.89,1899.0,0.04913845357308409,12.8,,,2.5
13668,7,3,6.89,734.0,0.007813023698954424,,10.3,762.0,5.7
13678,7,3,,2387.0,-0.04733381380660995,1.9,1.9,565.0,4.9
13681,7,3,18.96,,-0.027246946705777847,1.9,,696.0,1.8
13682,7,3,17.24,3458.0,-0.10689260531378258,,1.9,696.0,6.7
13684,2,0,,1519.0,0.10987876621289494,12.7,42.3,2743.0,2.0
13687,7,3,12.07,2428.0,-0.10949624481633896,1.9,1.9,,9.0
13688,6,1,0.1,2000.0,-0.015794123963436546,,120.0,10.0,5.2
13689,7,3,13.79,,0.02335103752138193,7.7,7.7,457.0,1.0
13694,7,3,0.1,5750.0,0.00930165039719072,1.0,1.0,38.0,5.9
13695,2,1,6.89,5547.0,-0.017033198353912815,12.7,,914.0,5.4
13697,7,1,3.45,5249.0,0.012860507622136086,5.7,,625.0,5.5
13698,10,0,4.16,1519.0,-0.009788485411970665,12.7,42.3,,7.2
13704,7,3,6.93,,-0.05361321067734637,5.6,5.6,216.0,7.7
13705,5,3,18.0,1944.0,-0.07290598877068102,10.0,10.0,1000.0,5.2
13706,7,3,13.79,5249.0,-0.044317756890200455,5.7,5.7,625.0,3.9
13708,6,2,,,-0.020099743537675074,15.0,,10.0,4.6
13713,7,3,13.79,1356.0,0.006416061837432485,7.7,7.7,457.0,2.2
13715,7,1,11.1,3391.0,0.0009209478521030601,,11.5,,2.9
13717,10,3,13.79,1492.0,-0.021374698762998023,4.7,4.7,318.0,3.7
13725,10,3,13.79,1335.0,0.056681810385139336,9.5,9.5,1836.0,1.8
13726,3,2,0.1,1500.0,-0.020619005559331993,15.0,120.0,,6.6
13731,10,1,,7893.0,-0.05946682485585131,,10.3,762.0,4.8
13733,7,3,13.79,5900.0,-0.07375352341455882,4.7,4.7,318.0,4.8
13736,7,3,13.79,3730.0,-0.03354731713045406,7.7,7.7,457.0,3.5
13738,7,3,6.89,2712.0,-0.041210068252634985,3.6,3.6,76.0,6.8
13741,7,3,,5791.0,-0.012982648147671527,3.6,3.6,76.0,4.7
13749,0,0,15.51,3682.0,0.01640446331625181,5.6,15.2,2134.0,2.8
13752,7,1,18.27,2767.0,-0.04720305670217051,3.0,3.0,35.0,2.5
13758,9,3,15.17,1316.0,0.04149850909135683,9.5,9.5,1836.0,2.0
13765,6,1,0.3,2000.0,-0.052335201719724195,,120.0,10.0,7.1
13766,8,1,13.79,1980.0,0.006543590267171551,7.7,7.7,457.0,2.3
13768,7,3,18.96,1831.0,-0.06374646017880226,1.9,1.9,152.0,3.4
13770,7,3,10.34,5832.0,-0.06995331761098936,,10.3,762.0,6.6
13771,7,1,13.79,1438.0,0.0060484284153238255,7.8,7.8,591.0,2.7
13775,10,2,0.51,1000.0,0.020283404184847448,1.0,1.0,10.0,7.1
13779,2,0,,746.0,-0.027362185084885637,12.7,42.3,1778.0,7.2
13783,7,3,13.79,,-0.11760613717847884,4.7,4.7,318.0,8.3
